image concentration x1 y1 x2 y2 x3 y3 x4 y4 rotation
IMG_0966 4 1871.629586 1146.174670 2189.550353 1126.602794 2184.466509 1336.946835 1884.255502 1354.029727 90.000000
IMG_0966 5 1848.287052 831.215116 2195.303798 814.558290 2189.879749 1069.888017 1865.335116 1088.830311 90.000000
IMG_0966 6 1813.566816 435.313873 2194.060493 410.373186 2196.201150 745.336081 1841.348847 768.066834 90.000000
IMG_0967 0 1929.100202 2024.062890 2174.718612 2013.960333 2166.215645 2135.105346 1931.625842 2154.764717 90.000000
IMG_0967 1 1917.446591 1854.490399 2174.953143 1834.276883 2170.734980 1978.956438 1925.536884 1989.536051 90.000000
IMG_0967 2 1905.342469 1654.528734 2176.335951 1624.228228 2179.447602 1794.746700 1917.446591 1820.884569 90.000000
IMG_0967 3 1886.330081 1403.923339 2181.314593 1385.875764 2178.825272 1580.665114 1901.266006 1608.669973 90.000000
IMG_0967 4 1868.904836 1146.900970 2187.537895 1126.364073 2183.803914 1333.600028 1882.596100 1354.136924 90.000000
IMG_0967 5 1845.175401 834.949097 2192.192147 818.292271 2190.027215 1068.487365 1864.548525 1090.268922 90.000000
IMG_0967 6 1812.895119 442.423191 2193.138866 413.796002 2200.606829 746.120325 1837.788326 769.768873 90.000000
IMG_0968 0 1930.339326 2017.247710 2172.483761 2005.760099 2168.766390 2124.715969 1932.864965 2147.949537 90.000000
IMG_0968 1 1917.446591 1850.153466 2174.962008 1827.945857 2171.864199 1971.684199 1925.536884 1985.199118 90.000000
IMG_0968 2 1904.103345 1650.191801 2179.918502 1612.957905 2179.298941 1786.435215 1916.207467 1816.547636 90.000000
IMG_0968 3 1886.330081 1400.205968 2178.059817 1379.383099 2179.298941 1575.164634 1901.266006 1604.952602 90.000000
IMG_0968 4 1868.285274 1143.183599 2186.918333 1122.646702 2183.184352 1329.882657 1881.976538 1350.419553 90.000000
IMG_0968 5 1842.697154 833.709973 2196.646672 811.864472 2193.548862 1064.645695 1862.070277 1089.029798 90.000000
IMG_0968 6 1809.177748 441.184068 2194.168424 409.768851 2200.364042 741.853986 1834.070955 768.529749 90.000000
IMG_0969 0 1930.339326 2017.866280 2172.483761 2006.378669 2168.766390 2125.334538 1932.864965 2148.568107 90.000000
IMG_0969 1 1918.065161 1849.534897 2175.580577 1827.327287 2172.482768 1971.065630 1926.155453 1984.580548 90.000000
IMG_0969 2 1905.490468 1649.073123 2178.279679 1618.763211 2179.298941 1786.435215 1918.480430 1816.705495 90.000000
IMG_0969 3 1888.789088 1401.645267 2183.228236 1381.232469 2178.898249 1574.844766 1901.266006 1606.189741 90.000000
IMG_0969 4 1867.666705 1145.657877 2186.299763 1125.120981 2182.565782 1332.356935 1881.357969 1352.893832 90.000000
IMG_0969 5 1842.697154 835.565682 2196.646672 813.720181 2193.548862 1066.501403 1862.070277 1090.885507 90.000000
IMG_0969 6 1809.796317 443.658346 2194.786994 412.243129 2200.982612 744.328265 1834.689525 771.004028 90.000000
IMG_0970 0 1930.339326 2017.866280 2172.483761 2006.378669 2168.766390 2125.334538 1932.864965 2148.568107 90.000000
IMG_0970 1 1918.065161 1849.534897 2175.580577 1827.327287 2172.482768 1971.065630 1926.155453 1984.580548 90.000000
IMG_0970 2 1905.490468 1649.073123 2178.279679 1618.763211 2179.298941 1786.435215 1918.480430 1816.705495 90.000000
IMG_0970 3 1888.789088 1401.645267 2183.228236 1381.232469 2178.898249 1574.844766 1901.266006 1606.189741 90.000000
IMG_0970 4 1867.666705 1145.657877 2186.299763 1125.120981 2182.565782 1332.356935 1881.357969 1352.893832 90.000000
IMG_0970 5 1842.697154 835.565682 2196.646672 813.720181 2193.548862 1066.501403 1862.070277 1090.885507 90.000000
IMG_0970 6 1809.796317 443.658346 2194.786994 412.243129 2200.982612 744.328265 1834.689525 771.004028 90.000000
IMG_0971 0 1811.330927 2288.260719 2105.328575 2270.016184 2124.094382 2524.397127 1813.432720 2540.295936 90.000000
IMG_0971 1 1807.160748 2009.379972 2076.658592 1998.954523 2098.552033 2213.718762 1812.373472 2234.048387 90.000000
IMG_0971 2 1801.363583 1771.568468 2052.158788 1772.722291 2071.445867 1954.125095 1804.942807 1958.829333 90.000000
IMG_0971 3 1797.777844 1581.415311 2033.392980 1573.596225 2049.031153 1728.935407 1802.228856 1734.093898 90.000000
IMG_0971 4 1791.001303 1393.235966 2012.542083 1381.246700 2028.180256 1535.543338 1796.214027 1549.096421 90.000000
IMG_0971 5 1786.104043 1223.267726 1994.818821 1211.311890 2007.850631 1344.757630 1791.584511 1359.628200 90.000000
IMG_0971 6 1777.969492 1086.727780 1979.180648 1082.557601 1991.169914 1177.429182 1782.660944 1191.503538 90.000000
IMG_0972 0 1851.788195 2279.978566 2141.870529 2271.219419 2160.934555 2526.780409 1850.757708 2535.024312 90.000000
IMG_0972 1 1851.272951 2007.929770 2118.684552 2002.262087 2138.263822 2215.057831 1853.333927 2232.060880 90.000000
IMG_0972 2 1846.635756 1774.009025 2095.498575 1776.585244 2113.532113 1956.405377 1850.242464 1956.920621 90.000000
IMG_0972 3 1846.120512 1584.399258 2079.010769 1577.701087 2091.891868 1731.759022 1848.696732 1734.850486 90.000000
IMG_0972 4 1839.422341 1396.850467 2061.492476 1390.152295 2074.888818 1541.118767 1844.059536 1550.908402 90.000000
IMG_0972 5 1836.330877 1227.850457 2046.035158 1218.576066 2057.885768 1352.539488 1840.452829 1363.874855 90.000000
IMG_0972 6 1832.724170 1092.856547 2030.577840 1090.795571 2041.913206 1186.115698 1835.300390 1195.905333 90.000000
IMG_0973 0 1856.927799 2281.006487 2147.010133 2272.247340 2166.074159 2527.808330 1855.897312 2536.052233 90.000000
IMG_0973 1 1855.233270 1999.220589 2121.254354 1997.122483 2139.967335 2211.486237 1859.344954 2228.446930 90.000000
IMG_0973 2 1851.775360 1762.187935 2100.638179 1764.764155 2118.671717 1944.584287 1855.382068 1945.099531 90.000000
IMG_0973 3 1849.065746 1564.924046 2081.066611 1559.198512 2094.738820 1717.570286 1852.149508 1718.598207 90.000000
IMG_0973 4 1842.384260 1371.674933 2065.957037 1363.965527 2077.972580 1519.532430 1847.143299 1529.322065 90.000000
IMG_0973 5 1837.244656 1199.498197 2047.454462 1188.191068 2057.733670 1326.960378 1842.508671 1338.176835 90.000000
IMG_0973 6 1832.105052 1057.131164 2033.063571 1054.561362 2042.941127 1155.792034 1836.328310 1165.581669 90.000000
IMG_0974 0 1857.455020 2264.135416 2147.537354 2255.376270 2166.601380 2510.937260 1856.424533 2519.181163 90.000000
IMG_0974 1 1853.124387 1984.458402 2125.359023 1981.152183 2142.230093 2198.367214 1858.058001 2210.493296 90.000000
IMG_0974 2 1851.248139 1747.952970 2103.742964 1750.229406 2118.144496 1930.349322 1854.854847 1930.864566 90.000000
IMG_0974 3 1851.174629 1551.743522 2083.175495 1546.017988 2096.847703 1704.389763 1854.258392 1705.417683 90.000000
IMG_0974 4 1842.911481 1361.130514 2066.484258 1353.421108 2078.499801 1508.988011 1847.670520 1518.777646 90.000000
IMG_0974 5 1841.989645 1187.372115 2052.199451 1176.064986 2059.983625 1317.908227 1847.253659 1326.050753 90.000000
IMG_0974 6 1835.914721 1047.443879 2035.731461 1045.334996 2045.748660 1147.088639 1838.964415 1155.037250 90.000000
IMG_0975 0 1866.896028 2276.198926 2156.978362 2267.439779 2176.042387 2523.000769 1865.865540 2531.244672 90.000000
IMG_0975 1 1859.942892 1994.423910 2132.177528 1991.117691 2149.048599 2208.332722 1864.876507 2220.458804 90.000000
IMG_0975 2 1856.233686 1752.099305 2107.469385 1756.295309 2124.438501 1939.265829 1861.148852 1939.781073 90.000000
IMG_0975 3 1852.037682 1552.789147 2084.391366 1547.019643 2096.979376 1708.565771 1855.831893 1710.138187 90.000000
IMG_0975 4 1846.792678 1358.199493 2068.656354 1351.380988 2083.342365 1508.206612 1851.513182 1518.172120 90.000000
IMG_0975 5 1841.465144 1185.274113 2050.298839 1172.001846 2063.411350 1312.567957 1846.729159 1323.952751 90.000000
IMG_0975 6 1835.390221 1041.149874 2036.137328 1039.827741 2047.151837 1138.433819 1838.439915 1148.743245 90.000000
IMG_0976 0 1871.170328 2261.887344 2159.900154 2252.864537 2179.226907 2511.854949 1869.050060 2520.098852 90.000000
IMG_0976 1 1866.393548 1980.588065 2139.200773 1976.872792 2155.123374 2198.196941 1870.714793 2209.312984 90.000000
IMG_0976 2 1864.801288 1735.910768 2117.439885 1741.749055 2132.399801 1928.650762 1869.110152 1929.166006 90.000000
IMG_0976 3 1861.616768 1538.470519 2098.863518 1534.755246 2110.540092 1696.635020 1865.862795 1698.227280 90.000000
IMG_0976 4 1856.839988 1343.684038 2080.817904 1340.499518 2091.834419 1495.468532 1861.086014 1505.033058 90.000000
IMG_0976 5 1854.186221 1170.127690 2065.956810 1161.104883 2078.694890 1302.816029 1856.813472 1311.214670 90.000000
IMG_0976 6 1848.347934 1026.293531 2050.564963 1025.232024 2061.180030 1128.728928 1852.239502 1137.066671 90.000000
IMG_0977 0 1879.150044 2271.994985 2167.879870 2262.972177 2187.206623 2521.962589 1877.029776 2530.206492 90.000000
IMG_0977 1 1873.841283 1986.439857 2146.648508 1982.724584 2162.571109 2204.048733 1878.162529 2215.164776 90.000000
IMG_0977 2 1869.057137 1740.698598 2121.695734 1746.536885 2136.655650 1933.438591 1873.366001 1933.953835 90.000000
IMG_0977 3 1866.936579 1542.194387 2104.183329 1538.479114 2115.859903 1700.358887 1871.182605 1701.951147 90.000000
IMG_0977 4 1862.691779 1346.343943 2086.669696 1343.159423 2097.686211 1498.128437 1866.937806 1507.692963 90.000000
IMG_0977 5 1859.506032 1171.723633 2071.276621 1162.700826 2084.014701 1304.411973 1862.133283 1312.810614 90.000000
IMG_0977 6 1853.135764 1027.357493 2055.352792 1026.295986 2065.967859 1129.792891 1857.027332 1138.130633 90.000000
IMG_2470 0 1611.803790 2447.142235 1866.501402 2443.223810 1880.215889 2635.226626 1632.375520 2634.247020 90.000000
IMG_2470 1 1580.456391 2201.261078 1847.888885 2195.383441 1866.501402 2395.223107 1605.926153 2403.059956 90.000000
IMG_2470 2 1550.088599 1933.828585 1826.337548 1929.910160 1842.990854 2142.484706 1574.578754 2151.301162 90.000000
IMG_2470 3 1516.577147 1646.903883 1806.745424 1639.946724 1821.439517 1874.072607 1543.231356 1882.889063 90.000000
IMG_2470 4 1482.861008 1336.038228 1784.214481 1324.513527 1800.867787 1582.149958 1510.904351 1591.946020 90.000000
IMG_2470 5 1442.450224 998.882687 1748.948658 989.488206 1775.398026 1262.798336 1471.720103 1277.492429 90.000000
IMG_2470 6 1395.310819 628.013517 1720.540078 619.197061 1753.846689 917.976953 1434.495067 927.773015 90.000000
IMG_2471 0 1494.036148 2573.504932 1818.545583 2578.528298 1813.522217 2881.939596 1491.022129 2875.911557 90.000000
IMG_2471 1 1497.050168 2199.766511 1819.550256 2203.785204 1817.540910 2504.182483 1497.050168 2502.173137 90.000000
IMG_2471 2 1503.078207 1835.070149 1825.578295 1833.060803 1819.550256 2128.434716 1498.054841 2128.434716 90.000000
IMG_2471 3 1507.096899 1470.373788 1824.573622 1473.387807 1822.564276 1761.729008 1502.073534 1762.733681 90.000000
IMG_2471 4 1511.115592 1107.686772 1826.582969 1111.705465 1825.578295 1402.056012 1508.101573 1399.041992 90.000000
IMG_2471 5 1510.110919 754.041815 1830.601661 755.046488 1827.587642 1044.392362 1508.101573 1040.373669 90.000000
IMG_2471 6 1517.143631 399.392185 1829.596988 400.396858 1830.601661 686.728712 1517.143631 683.714693 90.000000
IMG_2472 0 1505.779719 2418.940030 1819.868611 2425.768050 1805.359069 2733.028922 1480.174646 2725.347400 90.000000
IMG_2472 1 1532.238294 2066.443529 1833.524649 2070.711041 1824.136123 2355.780851 1511.754236 2348.099329 90.000000
IMG_2472 2 1564.671386 1748.087125 1853.155205 1754.061642 1837.792162 2002.430847 1542.480323 2004.137852 90.000000
IMG_2472 3 1591.129961 1459.603306 1863.397234 1468.138330 1851.448200 1693.462970 1572.352908 1690.902463 90.000000
IMG_2472 4 1614.174526 1193.310549 1873.639263 1200.992071 1866.811244 1411.807170 1594.543971 1406.686155 90.000000
IMG_2472 5 1631.244575 950.915861 1884.734795 955.183373 1876.199771 1149.781926 1615.028029 1144.660911 90.000000
IMG_2472 6 1651.728633 725.591221 1894.976824 728.151728 1888.148805 909.094242 1638.072594 905.680233 90.000000
IMG_2473 0 1477.116761 2309.413647 1738.114258 2309.362061 1753.120610 2519.483242 1496.283695 2511.816469 90.000000
IMG_2473 1 1448.749699 2043.376604 1717.853451 2041.076572 1734.720353 2257.279586 1469.449987 2259.579618 90.000000
IMG_2473 2 1418.849282 1758.172627 1698.686517 1753.572563 1716.320096 1985.875802 1443.382957 1989.709189 90.000000
IMG_2473 3 1385.882156 1455.335071 1676.452874 1449.968330 1693.319776 1696.838438 1410.415831 1700.671825 90.000000
IMG_2473 4 1349.848320 1128.730517 1651.919198 1124.897130 1671.086132 1388.634141 1378.982059 1394.767560 90.000000
IMG_2473 5 1312.281129 782.192352 1621.252104 776.058933 1644.252425 1060.496232 1344.481578 1066.629651 90.000000
IMG_2473 6 1270.880552 408.053801 1599.018461 397.320318 1621.252104 701.691229 1302.314324 713.958067 90.000000
IMG_2474 0 1313.864298 2448.287009 1634.437046 2451.724787 1630.999269 2750.811426 1315.583187 2745.654760 90.000000
IMG_2474 1 1311.285965 2081.304266 1629.280380 2082.163710 1631.858713 2377.812571 1313.864298 2377.812571 90.000000
IMG_2474 2 1313.864298 1716.899855 1630.999269 1717.759299 1630.139824 2009.110939 1312.145409 2011.689272 90.000000
IMG_2474 3 1314.723742 1355.933222 1633.577602 1356.792666 1634.437046 1646.425417 1315.583187 1644.706528 90.000000
IMG_2474 4 1313.004854 1000.982699 1625.842603 1000.123255 1627.561491 1284.599339 1314.723742 1283.739895 90.000000
IMG_2474 5 1315.583187 644.313287 1628.420936 642.594399 1629.280380 926.211039 1314.723742 927.929928 90.000000
IMG_2474 6 1316.442631 291.941098 1627.561491 287.643876 1630.999269 569.541628 1318.161520 572.979405 90.000000
IMG_2475 0 1345.383764 2284.825202 1654.100738 2291.422631 1629.099954 2588.654164 1311.034435 2580.320570 90.000000
IMG_2475 1 1381.446968 1946.399737 1676.323656 1949.050795 1659.656467 2217.809214 1352.702407 2217.809214 90.000000
IMG_2475 2 1414.720418 1638.557533 1698.546574 1643.485667 1682.573852 1885.159905 1388.120183 1883.770972 90.000000
IMG_2475 3 1446.610881 1355.765151 1717.336294 1361.332769 1702.018905 1581.678176 1422.149027 1578.205845 90.000000
IMG_2475 4 1475.018610 1096.636630 1733.964351 1101.802032 1722.158425 1306.669561 1451.316607 1303.197230 90.000000
IMG_2475 5 1500.644017 860.483449 1747.159208 862.905660 1737.436682 1051.800466 1481.873120 1048.328135 90.000000
IMG_2475 6 1522.846626 638.593077 1765.215330 643.454341 1748.548141 819.154289 1506.873903 814.293026 90.000000
IMG_2476 0 1455.927407 2176.595267 1716.547341 2183.799846 1722.542664 2374.900773 1472.987336 2369.654865 90.000000
IMG_2476 1 1427.879331 1925.435746 1697.062540 1925.251534 1709.802602 2132.090184 1449.006043 2129.841938 90.000000
IMG_2476 2 1400.470440 1650.074732 1678.327155 1650.216082 1692.566048 1872.792456 1420.528258 1872.792456 90.000000
IMG_2476 3 1364.914390 1351.551443 1657.343524 1352.698169 1671.582417 1591.761681 1392.050473 1593.260512 90.000000
IMG_2476 4 1333.161153 1029.355351 1635.610478 1028.201302 1649.849370 1289.747276 1356.827949 1291.246107 90.000000
IMG_2476 5 1294.007138 677.682990 1605.633862 674.477234 1628.865739 963.751577 1322.354841 964.500993 90.000000
IMG_2476 6 1254.926335 297.505574 1582.401984 287.778888 1605.633862 604.781601 1287.881733 608.528678 90.000000
IMG_2477 0 1282.214698 2353.520875 1607.117599 2359.412897 1598.700425 2659.064276 1279.689546 2648.963668 90.000000
IMG_2477 1 1286.423285 1988.215542 1611.326185 1989.057259 1606.275881 2287.866921 1284.739850 2283.658335 90.000000
IMG_2477 2 1293.998741 1627.118795 1609.642751 1630.485664 1608.801033 1917.511284 1288.106720 1916.669566 90.000000
IMG_2477 3 1300.732480 1264.338614 1615.534772 1270.230635 1609.642751 1553.889385 1299.049045 1553.889385 90.000000
IMG_2477 4 1306.624502 906.608736 1620.585076 911.659040 1617.911206 1202.710997 1303.257632 1194.476073 90.000000
IMG_2477 5 1313.763470 552.455486 1623.951946 554.770880 1624.793663 840.113065 1309.149654 838.429630 90.000000
IMG_2477 6 1316.869416 198.025393 1629.843967 201.249590 1630.685685 485.750057 1315.041675 485.750057 90.000000
IMG_2478 0 1323.026065 2207.473826 1629.009284 2218.862753 1599.379464 2514.471889 1283.787426 2503.446840 90.000000
IMG_2478 1 1363.976673 1875.826934 1657.950038 1879.842486 1637.967136 2151.334326 1332.711083 2143.065539 90.000000
IMG_2478 2 1404.185025 1571.002915 1686.201727 1579.409891 1665.529760 1822.650042 1374.055018 1815.759387 90.000000
IMG_2478 3 1439.676221 1291.726303 1708.940892 1302.405526 1690.336121 1520.839317 1411.264559 1515.326792 90.000000
IMG_2478 4 1471.213265 1039.182473 1730.301925 1047.451260 1712.386219 1248.658411 1444.339707 1242.456820 90.000000
IMG_2478 5 1504.977479 802.143912 1746.839499 809.034568 1730.301925 995.082276 1478.792986 987.502554 90.000000
IMG_2478 6 1528.405708 580.264794 1766.822401 583.710122 1749.595761 759.421846 1508.422807 753.909321 90.000000
IMG_2479 0 1432.791641 2211.185757 1679.512383 2220.216947 1688.041539 2400.750750 1452.068220 2387.246253 90.000000
IMG_2479 1 1405.157862 1977.135998 1661.032544 1982.822102 1675.958568 2173.306588 1423.637700 2166.909721 90.000000
IMG_2479 2 1374.595053 1718.418264 1641.131180 1723.393605 1658.189492 1933.068692 1396.628706 1926.671825 90.000000
IMG_2479 3 1340.478428 1439.799165 1621.229816 1442.642217 1636.155839 1670.086379 1366.776660 1665.111038 90.000000
IMG_2479 4 1304.229515 1134.171072 1599.906926 1137.724887 1616.254475 1386.491940 1331.238509 1383.648888 90.000000
IMG_2479 5 1263.716024 794.426355 1572.897932 793.004829 1592.088533 1074.466980 1295.700359 1070.913165 90.000000
IMG_2479 6 1217.516428 421.275777 1543.045885 421.986540 1569.344117 725.482344 1251.633053 728.325396 90.000000
IMG_2480 0 1271.463837 2474.462306 1585.893670 2480.679845 1582.337478 2769.795412 1273.188808 2769.795412 90.000000
IMG_2480 1 1271.888372 2112.712564 1583.229010 2113.845041 1583.229010 2404.292937 1271.517735 2407.172378 90.000000
IMG_2480 2 1272.092947 1754.077414 1581.452570 1752.339555 1585.893670 2042.787452 1271.463837 2041.011012 90.000000
IMG_2480 3 1270.575617 1393.498730 1583.229010 1394.386950 1584.117230 1682.170186 1267.022738 1680.393746 90.000000
IMG_2480 4 1268.799178 1037.322563 1583.229010 1038.210783 1585.893670 1320.664701 1269.687398 1324.217580 90.000000
IMG_2480 5 1267.022738 687.363936 1579.676131 682.034617 1584.117230 968.041414 1267.910958 968.041414 90.000000
IMG_2480 6 1267.022738 336.517089 1577.011471 332.964210 1582.340790 614.529907 1266.134518 619.859227 90.000000
IMG_2481 0 1284.849656 2403.660437 1592.880331 2401.220057 1571.492343 2701.341819 1256.881944 2698.582079 90.000000
IMG_2481 1 1321.177988 2063.132322 1614.958254 2061.082060 1596.330007 2329.466808 1294.138439 2333.606418 90.000000
IMG_2481 2 1354.852727 1754.750882 1632.896566 1751.991141 1619.787799 1996.918097 1328.635193 2001.747642 90.000000
