image concentration replicate x y semiMajorAxis semiMinorAxis rotationAngle
20250924_165148_con_1.jpg 1 2 230 182 32 32 0
20250924_165148_con_1.jpg 1 3 325 229 32 32 0
20250924_165149_con_1.jpg 1 1 123 217 32 32 0
20250924_165149_con_1.jpg 1 2 227 176 32 32 0
20250924_165149_con_1.jpg 1 3 324 223 32 32 0
20250924_165134_con_2.jpg 2 1 124 222 32 32 0
20250924_165134_con_2.jpg 2 2 226 181 32 32 0
20250924_165134_con_2.jpg 2 3 323 230 31 31 0
20250924_165136_con_2.jpg 2 1 126 220 32 32 0
20250924_165136_con_2.jpg 2 2 226 179 32 32 0
20250924_165136_con_2.jpg 2 3 324 227 31 31 0
20250924_165139_con_2.jpg 2 1 127 220 32 32 0
20250924_165139_con_2.jpg 2 2 228 180 31 31 0
20250924_165139_con_2.jpg 2 3 328 228 31 31 0
20250924_165143_con_2.jpg 2 1 126 219 32 32 0
20250924_165143_con_2.jpg 2 2 228 178 32 32 0
20250924_165143_con_2.jpg 2 3 326 225 31 31 0
20250924_165145_con_2.jpg 2 1 123 220 32 32 0
20250924_165145_con_2.jpg 2 2 225 178 32 32 0
20250924_165145_con_2.jpg 2 3 323 225 31 31 0
20250924_165148_con_2.jpg 2 1 124 218 32 32 0
20250924_165148_con_2.jpg 2 2 226 176 31 31 0
20250924_165148_con_2.jpg 2 3 323 226 31 31 0
20250924_165149_con_2.jpg 2 1 129 228 32 32 0
20250924_165149_con_2.jpg 2 2 231 185 32 32 0
20250924_165149_con_2.jpg 2 3 329 234 32 32 0
20250924_165134_con_3.jpg 3 1 128 222 31 31 0
20250924_165134_con_3.jpg 3 2 228 178 31 31 0
20250924_165134_con_3.jpg 3 3 321 226 31 31 0
20250924_165136_con_3.jpg 3 1 129 221 31 31 0
20250924_165136_con_3.jpg 3 2 228 180 31 31 0
20250924_165136_con_3.jpg 3 3 320 229 31 31 0
20250924_165139_con_3.jpg 3 1 131 225 31 31 0
20250924_165139_con_3.jpg 3 2 229 183 31 31 0
20250924_165139_con_3.jpg 3 3 322 232 31 31 0
20250924_165143_con_3.jpg 3 1 130 226 32 32 0
20250924_165143_con_3.jpg 3 2 230 183 31 31 0
20250924_165143_con_3.jpg 3 3 323 230 31 31 0
20250924_165145_con_3.jpg 3 1 128 228 32 32 0
20250924_165145_con_3.jpg 3 2 229 184 31 31 0
20250924_165145_con_3.jpg 3 3 323 232 31 31 0
20250924_165148_con_3.jpg 3 1 130 224 31 31 0
20250924_165148_con_3.jpg 3 2 232 182 31 31 0
20250924_165148_con_3.jpg 3 3 325 228 31 31 0
20250924_165149_con_3.jpg 3 1 125 228 31 31 0
20250924_165149_con_3.jpg 3 2 225 185 31 31 0
20250924_165149_con_3.jpg 3 3 318 234 31 31 0
20250924_165134_con_4.jpg 4 1 126 222 31 31 0
20250924_165134_con_4.jpg 4 2 224 179 31 31 0
20250924_165134_con_4.jpg 4 3 323 224 31 31 0
20250924_165136_con_4.jpg 4 1 126 217 31 31 0
20250924_165136_con_4.jpg 4 2 225 173 31 31 0
20250924_165136_con_4.jpg 4 3 322 216 31 31 0
20250924_165139_con_4.jpg 4 1 128 217 31 31 0
20250924_165139_con_4.jpg 4 2 228 175 31 31 0
20250924_165139_con_4.jpg 4 3 324 220 31 31 0
20250924_165143_con_4.jpg 4 1 133 215 31 31 0
20250924_165143_con_4.jpg 4 2 232 173 31 31 0
20250924_165143_con_4.jpg 4 3 328 217 31 31 0
20250924_165145_con_4.jpg 4 1 130 223 32 32 0
20250924_165145_con_4.jpg 4 2 230 178 32 32 0
20250924_165145_con_4.jpg 4 3 327 223 32 32 0
20250924_165148_con_4.jpg 4 1 125 219 32 32 0
20250924_165148_con_4.jpg 4 2 225 174 32 32 0
20250924_165148_con_4.jpg 4 3 323 219 32 32 0
20250924_165149_con_4.jpg 4 1 123 218 32 32 0
20250924_165149_con_4.jpg 4 2 222 177 32 32 0
20250924_165149_con_4.jpg 4 3 320 219 32 32 0
20250924_165134_con_5.jpg 5 1 127 220 31 31 0
20250924_165134_con_5.jpg 5 2 229 176 31 31 0
20250924_165134_con_5.jpg 5 3 323 222 31 31 0
20250924_165136_con_5.jpg 5 1 124 215 31 31 0
20250924_165136_con_5.jpg 5 2 223 174 31 31 0
20250924_165136_con_5.jpg 5 3 321 218 31 31 0
20250924_165139_con_5.jpg 5 1 125 218 31 31 0
20250924_165139_con_5.jpg 5 2 225 174 31 31 0
20250924_165139_con_5.jpg 5 3 323 220 31 31 0
20250924_165143_con_5.jpg 5 1 128 210 31 31 0
20250924_165143_con_5.jpg 5 2 228 169 31 31 0
20250924_165143_con_5.jpg 5 3 325 211 31 31 0
20250924_165145_con_5.jpg 5 1 126 214 31 31 0
20250924_165145_con_5.jpg 5 2 224 172 31 31 0
20250924_165145_con_5.jpg 5 3 322 216 31 31 0
20250924_165148_con_5.jpg 5 1 123 210 31 31 0
20250924_165148_con_5.jpg 5 2 225 166 31 31 0
20250924_165148_con_5.jpg 5 3 323 211 31 31 0
20250924_165149_con_5.jpg 5 1 126 217 31 31 0
20250924_165149_con_5.jpg 5 2 227 176 31 31 0
20250924_165149_con_5.jpg 5 3 326 221 31 31 0
20250924_165134_con_6.jpg 6 1 127 217 31 31 0
20250924_165134_con_6.jpg 6 2 224 173 30 30 0
20250924_165134_con_6.jpg 6 3 312 221 30 30 0
20250924_165136_con_6.jpg 6 1 131 216 30 30 0
20250924_165136_con_6.jpg 6 2 228 173 30 30 0
20250924_165136_con_6.jpg 6 3 315 219 30 30 0
20250924_165139_con_6.jpg 6 1 132 212 30 30 0
20250924_165139_con_6.jpg 6 2 230 172 30 30 0
20250924_165139_con_6.jpg 6 3 317 215 30 30 0
20250924_165143_con_6.jpg 6 1 133 214 30 30 0
20250924_165143_con_6.jpg 6 2 230 173 30 30 0
20250924_165143_con_6.jpg 6 3 318 217 30 30 0
20250924_165145_con_6.jpg 6 1 128 215 30 30 0
20250924_165145_con_6.jpg 6 2 225 175 30 30 0
20250924_165145_con_6.jpg 6 3 314 221 30 30 0
20250924_165148_con_6.jpg 6 1 134 218 30 30 0
20250924_165148_con_6.jpg 6 2 230 176 30 30 0
20250924_165148_con_6.jpg 6 3 319 223 30 30 0
20250924_165149_con_6.jpg 6 1 131 218 30 30 0
20250924_165149_con_6.jpg 6 2 227 176 30 30 0
20250924_165149_con_6.jpg 6 3 316 221 30 30 0
