image concentration replicate x y semiMajorAxis semiMinorAxis rotationAngle
IMG_2969_con_1.jpeg 1 3 227 160 23 23 0
IMG_2970_con_1.jpeg 1 1 86 160 23 23 0
IMG_2970_con_1.jpeg 1 2 158 129 23 23 0
IMG_2970_con_1.jpeg 1 3 226 160 23 23 0
IMG_2971_con_1.jpeg 1 1 124 224 33 33 0
IMG_2971_con_1.jpeg 1 2 224 181 33 33 0
IMG_2971_con_1.jpeg 1 3 320 225 33 33 0
IMG_2972_con_1.jpeg 1 1 87 159 23 23 0
IMG_2972_con_1.jpeg 1 2 158 128 23 23 0
IMG_2972_con_1.jpeg 1 3 226 159 23 23 0
IMG_2966_con_2.jpeg 2 1 92 161 22 22 0
IMG_2966_con_2.jpeg 2 2 162 130 22 22 0
IMG_2966_con_2.jpeg 2 3 231 162 22 22 0
IMG_2967_con_2.jpeg 2 1 130 228 32 32 0
IMG_2967_con_2.jpeg 2 2 228 184 32 32 0
IMG_2967_con_2.jpeg 2 3 327 229 32 32 0
IMG_2968_con_2.jpeg 2 1 127 230 32 32 0
IMG_2968_con_2.jpeg 2 2 226 186 32 32 0
IMG_2968_con_2.jpeg 2 3 325 231 32 32 0
IMG_2969_con_2.jpeg 2 1 91 161 22 22 0
IMG_2969_con_2.jpeg 2 2 162 130 22 22 0
IMG_2969_con_2.jpeg 2 3 232 162 22 22 0
IMG_2970_con_2.jpeg 2 1 91 162 22 22 0
IMG_2970_con_2.jpeg 2 2 162 131 22 22 0
IMG_2970_con_2.jpeg 2 3 232 163 22 22 0
IMG_2971_con_2.jpeg 2 1 129 224 32 32 0
IMG_2971_con_2.jpeg 2 2 229 180 32 32 0
IMG_2971_con_2.jpeg 2 3 328 226 32 32 0
IMG_2972_con_2.jpeg 2 1 91 160 22 22 0
IMG_2972_con_2.jpeg 2 2 162 128 22 22 0
IMG_2972_con_2.jpeg 2 3 232 161 22 22 0
IMG_2966_con_3.jpeg 3 1 90 158 22 22 0
IMG_2966_con_3.jpeg 3 2 158 127 22 22 0
IMG_2966_con_3.jpeg 3 3 225 158 22 22 0
IMG_2967_con_3.jpeg 3 1 128 225 31 31 0
IMG_2967_con_3.jpeg 3 2 225 181 31 31 0
IMG_2967_con_3.jpeg 3 3 321 225 31 31 0
IMG_2968_con_3.jpeg 3 1 128 225 31 31 0
IMG_2968_con_3.jpeg 3 2 225 181 31 31 0
IMG_2968_con_3.jpeg 3 3 320 225 31 31 0
IMG_2969_con_3.jpeg 3 1 91 159 22 22 0
IMG_2969_con_3.jpeg 3 2 160 128 22 22 0
IMG_2969_con_3.jpeg 3 3 227 159 22 22 0
IMG_2970_con_3.jpeg 3 1 91 159 22 22 0
IMG_2970_con_3.jpeg 3 2 160 128 22 22 0
IMG_2970_con_3.jpeg 3 3 227 159 22 22 0
IMG_2971_con_3.jpeg 3 1 127 226 31 31 0
IMG_2971_con_3.jpeg 3 2 226 181 31 31 0
IMG_2971_con_3.jpeg 3 3 321 223 31 31 0
IMG_2972_con_3.jpeg 3 1 91 159 22 22 0
IMG_2972_con_3.jpeg 3 2 161 127 22 22 0
IMG_2972_con_3.jpeg 3 3 227 158 22 22 0
IMG_2966_con_4.jpeg 4 1 87 160 22 22 0
IMG_2966_con_4.jpeg 4 2 156 129 22 22 0
IMG_2966_con_4.jpeg 4 3 223 157 22 22 0
IMG_2967_con_4.jpeg 4 1 124 231 31 31 0
IMG_2967_con_4.jpeg 4 2 221 186 31 31 0
IMG_2967_con_4.jpeg 4 3 317 226 31 31 0
IMG_2968_con_4.jpeg 4 1 122 231 31 31 0
IMG_2968_con_4.jpeg 4 2 220 186 31 31 0
IMG_2968_con_4.jpeg 4 3 317 227 31 31 0
IMG_2969_con_4.jpeg 4 1 88 163 22 22 0
IMG_2969_con_4.jpeg 4 2 157 131 22 22 0
IMG_2969_con_4.jpeg 4 3 226 161 22 22 0
IMG_2970_con_4.jpeg 4 1 88 164 22 22 0
IMG_2970_con_4.jpeg 4 2 157 132 22 22 0
IMG_2970_con_4.jpeg 4 3 225 161 22 22 0
IMG_2971_con_4.jpeg 4 1 123 229 31 31 0
IMG_2971_con_4.jpeg 4 2 221 182 31 31 0
IMG_2971_con_4.jpeg 4 3 317 223 31 31 0
IMG_2972_con_4.jpeg 4 1 88 162 22 22 0
IMG_2972_con_4.jpeg 4 2 157 129 22 22 0
IMG_2972_con_4.jpeg 4 3 225 159 22 22 0
IMG_2966_con_5.jpeg 5 1 89 158 22 22 0
IMG_2966_con_5.jpeg 5 2 157 127 22 22 0
IMG_2966_con_5.jpeg 5 3 227 154 22 22 0
IMG_2967_con_5.jpeg 5 1 127 225 31 31 0
IMG_2967_con_5.jpeg 5 2 224 181 31 31 0
IMG_2967_con_5.jpeg 5 3 323 219 31 31 0
IMG_2968_con_5.jpeg 5 1 127 226 31 31 0
IMG_2968_con_5.jpeg 5 2 223 182 31 31 0
IMG_2968_con_5.jpeg 5 3 323 222 31 31 0
IMG_2969_con_5.jpeg 5 1 91 161 22 22 0
IMG_2969_con_5.jpeg 5 2 160 129 22 22 0
IMG_2969_con_5.jpeg 5 3 229 158 22 22 0
IMG_2970_con_5.jpeg 5 1 91 161 22 22 0
IMG_2970_con_5.jpeg 5 2 160 129 22 22 0
IMG_2970_con_5.jpeg 5 3 229 158 22 22 0
IMG_2971_con_5.jpeg 5 1 129 224 31 31 0
IMG_2971_con_5.jpeg 5 2 226 180 31 31 0
IMG_2971_con_5.jpeg 5 3 323 221 31 31 0
IMG_2972_con_5.jpeg 5 1 93 158 22 22 0
IMG_2972_con_5.jpeg 5 2 161 128 22 22 0
IMG_2972_con_5.jpeg 5 3 230 156 22 22 0
IMG_2966_con_6.jpeg 6 1 91 153 22 22 0
IMG_2966_con_6.jpeg 6 2 155 122 22 22 0
IMG_2966_con_6.jpeg 6 3 216 154 22 22 0
IMG_2967_con_6.jpeg 6 1 128 220 31 31 0
IMG_2967_con_6.jpeg 6 2 220 175 31 31 0
IMG_2967_con_6.jpeg 6 3 307 219 31 31 0
IMG_2968_con_6.jpeg 6 1 125 219 31 31 0
IMG_2968_con_6.jpeg 6 2 218 173 31 31 0
IMG_2968_con_6.jpeg 6 3 306 216 31 31 0
IMG_2969_con_6.jpeg 6 1 89 155 22 22 0
IMG_2969_con_6.jpeg 6 2 155 123 22 22 0
IMG_2969_con_6.jpeg 6 3 217 154 22 22 0
IMG_2970_con_6.jpeg 6 1 89 155 22 22 0
IMG_2970_con_6.jpeg 6 2 155 123 22 22 0
IMG_2970_con_6.jpeg 6 3 217 154 22 22 0
IMG_2971_con_6.jpeg 6 1 128 219 32 32 0
IMG_2971_con_6.jpeg 6 2 221 173 31 31 0
IMG_2971_con_6.jpeg 6 3 309 216 31 31 0
IMG_2972_con_6.jpeg 6 1 91 154 22 22 0
IMG_2972_con_6.jpeg 6 2 156 122 22 22 0
IMG_2972_con_6.jpeg 6 3 218 152 22 22 0
