image concentration replicate x y semiMajorAxis semiMinorAxis rotationAngle
IMG20250924165411_con_2.jpg 2 2 181 142 24 24 0
IMG20250924165411_con_2.jpg 2 3 258 179 24 24 0
IMG20250924165414_con_2.jpg 2 1 99 178 24 24 0
IMG20250924165414_con_2.jpg 2 2 179 143 24 24 0
IMG20250924165414_con_2.jpg 2 3 256 182 24 24 0
IMG20250924165419_con_2.jpg 2 1 96 175 24 24 0
IMG20250924165419_con_2.jpg 2 2 177 143 24 24 0
IMG20250924165419_con_2.jpg 2 3 253 181 24 24 0
IMG20250924165422_con_2.jpg 2 1 96 175 24 24 0
IMG20250924165422_con_2.jpg 2 2 177 143 24 24 0
IMG20250924165422_con_2.jpg 2 3 253 181 24 24 0
IMG20250924165424_con_2.jpg 2 1 95 175 25 25 0
IMG20250924165424_con_2.jpg 2 2 176 143 25 25 0
IMG20250924165424_con_2.jpg 2 3 252 181 25 25 0
IMG20250924165426_con_2.jpg 2 1 96 177 25 25 0
IMG20250924165426_con_2.jpg 2 2 176 145 25 25 0
IMG20250924165426_con_2.jpg 2 3 253 184 25 25 0
IMG20250924165408_con_3.jpg 3 1 98 177 24 24 0
IMG20250924165408_con_3.jpg 3 2 176 143 24 24 0
IMG20250924165408_con_3.jpg 3 3 251 179 24 24 0
IMG20250924165411_con_3.jpg 3 1 98 177 24 24 0
IMG20250924165411_con_3.jpg 3 2 176 143 24 24 0
IMG20250924165411_con_3.jpg 3 3 252 179 24 24 0
IMG20250924165414_con_3.jpg 3 1 98 177 24 24 0
IMG20250924165414_con_3.jpg 3 2 176 143 24 24 0
IMG20250924165414_con_3.jpg 3 3 251 179 24 24 0
IMG20250924165419_con_3.jpg 3 1 101 177 24 24 0
IMG20250924165419_con_3.jpg 3 2 179 144 24 24 0
IMG20250924165419_con_3.jpg 3 3 253 182 24 24 0
IMG20250924165422_con_3.jpg 3 1 102 177 25 25 0
IMG20250924165422_con_3.jpg 3 2 180 143 25 25 0
IMG20250924165422_con_3.jpg 3 3 254 180 25 25 0
IMG20250924165424_con_3.jpg 3 1 100 177 24 24 0
IMG20250924165424_con_3.jpg 3 2 179 142 24 24 0
IMG20250924165424_con_3.jpg 3 3 253 179 24 24 0
IMG20250924165426_con_3.jpg 3 1 102 177 24 24 0
IMG20250924165426_con_3.jpg 3 2 179 144 24 24 0
IMG20250924165426_con_3.jpg 3 3 253 181 24 24 0
IMG20250924165408_con_4.jpg 4 1 98 175 24 24 0
IMG20250924165408_con_4.jpg 4 2 174 139 24 24 0
IMG20250924165408_con_4.jpg 4 3 250 174 24 24 0
IMG20250924165411_con_4.jpg 4 1 98 175 24 24 0
IMG20250924165411_con_4.jpg 4 2 174 139 24 24 0
IMG20250924165411_con_4.jpg 4 3 250 174 24 24 0
IMG20250924165414_con_4.jpg 4 1 97 174 24 24 0
IMG20250924165414_con_4.jpg 4 2 174 139 24 24 0
IMG20250924165414_con_4.jpg 4 3 250 174 24 24 0
IMG20250924165419_con_4.jpg 4 1 97 174 24 24 0
IMG20250924165419_con_4.jpg 4 2 174 139 24 24 0
IMG20250924165419_con_4.jpg 4 3 250 174 24 24 0
IMG20250924165422_con_4.jpg 4 1 98 174 24 24 0
IMG20250924165422_con_4.jpg 4 2 176 139 24 24 0
IMG20250924165422_con_4.jpg 4 3 250 175 24 24 0
IMG20250924165424_con_4.jpg 4 1 97 173 24 24 0
IMG20250924165424_con_4.jpg 4 2 175 138 24 24 0
IMG20250924165424_con_4.jpg 4 3 250 173 24 24 0
IMG20250924165426_con_4.jpg 4 1 99 175 24 24 0
IMG20250924165426_con_4.jpg 4 2 177 141 24 24 0
IMG20250924165426_con_4.jpg 4 3 251 175 24 24 0
IMG20250924165408_con_5.jpg 5 1 96 172 24 24 0
IMG20250924165408_con_5.jpg 5 2 173 139 24 24 0
IMG20250924165408_con_5.jpg 5 3 249 173 24 24 0
IMG20250924165411_con_5.jpg 5 1 93 171 24 24 0
IMG20250924165411_con_5.jpg 5 2 170 139 24 24 0
IMG20250924165411_con_5.jpg 5 3 247 171 24 24 0
IMG20250924165414_con_5.jpg 5 1 96 171 24 24 0
IMG20250924165414_con_5.jpg 5 2 173 139 24 24 0
IMG20250924165414_con_5.jpg 5 3 249 172 24 24 0
IMG20250924165419_con_5.jpg 5 1 98 174 24 24 0
IMG20250924165419_con_5.jpg 5 2 173 140 24 24 0
IMG20250924165419_con_5.jpg 5 3 250 175 24 24 0
IMG20250924165422_con_5.jpg 5 1 99 172 24 24 0
IMG20250924165422_con_5.jpg 5 2 174 139 24 24 0
IMG20250924165422_con_5.jpg 5 3 251 173 24 24 0
IMG20250924165424_con_5.jpg 5 1 95 170 24 24 0
IMG20250924165424_con_5.jpg 5 2 172 138 24 24 0
IMG20250924165424_con_5.jpg 5 3 247 172 24 24 0
IMG20250924165426_con_5.jpg 5 1 97 173 24 24 0
IMG20250924165426_con_5.jpg 5 2 172 140 24 24 0
IMG20250924165426_con_5.jpg 5 3 249 175 24 24 0
IMG20250924165408_con_6.jpg 6 1 97 174 24 24 0
IMG20250924165408_con_6.jpg 6 2 170 139 24 24 0
IMG20250924165408_con_6.jpg 6 3 240 174 23 23 0
IMG20250924165411_con_6.jpg 6 1 94 174 24 24 0
IMG20250924165411_con_6.jpg 6 2 169 138 24 24 0
IMG20250924165411_con_6.jpg 6 3 239 174 24 24 0
IMG20250924165414_con_6.jpg 6 1 95 174 24 24 0
IMG20250924165414_con_6.jpg 6 2 170 139 24 24 0
IMG20250924165414_con_6.jpg 6 3 239 175 23 23 0
IMG20250924165419_con_6.jpg 6 1 93 173 24 24 0
IMG20250924165419_con_6.jpg 6 2 168 139 24 24 0
IMG20250924165419_con_6.jpg 6 3 236 174 23 23 0
IMG20250924165422_con_6.jpg 6 1 95 173 24 24 0
IMG20250924165422_con_6.jpg 6 2 170 139 24 24 0
IMG20250924165422_con_6.jpg 6 3 239 174 23 23 0
IMG20250924165424_con_6.jpg 6 1 95 170 24 24 0
IMG20250924165424_con_6.jpg 6 2 170 138 24 24 0
IMG20250924165424_con_6.jpg 6 3 240 171 23 23 0
IMG20250924165426_con_6.jpg 6 1 97 175 24 24 0
IMG20250924165426_con_6.jpg 6 2 171 141 24 24 0
IMG20250924165426_con_6.jpg 6 3 241 175 23 23 0
